"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age","emp_cat","ir_cat"
"16465",0,5500,11.86,"B",2,"RENT",30000,22,"0-2","11-13.5"
"16466",0,18750,10.38,"B",2,"RENT",70000,22,"0-2","8-11"
"16467",0,1700,14.72,"C",2,"RENT",45000,23,"0-2","13.5+"
"16468",0,10000,NA,"D",2,"RENT",50784,33,"0-2","Missing"
"16469",0,16750,10.75,"B",1,"RENT",44500,22,"0-2","8-11"
"16470",0,5000,11.12,"B",27,"MORTGAGE",86000,26,"8+","11-13.5"
"16471",1,7000,NA,"D",0,"RENT",38000,22,"0-2","Missing"
"16472",0,23500,11.12,"B",2,"RENT",40000,29,"0-2","11-13.5"
"16473",0,3000,NA,"D",2,"MORTGAGE",140000,34,"0-2","Missing"
"16474",0,7000,7.14,"A",2,"RENT",44000,27,"0-2","0-8"
"16475",0,2500,7.88,"A",3,"RENT",18000,21,"2-4","0-8"
"16476",0,13750,14.84,"D",8,"MORTGAGE",43200,47,"4-8","13.5+"
"16477",0,4000,7.14,"A",1,"MORTGAGE",65200,22,"0-2","0-8"
"16478",1,5000,7.88,"A",16,"MORTGAGE",70000,24,"8+","0-8"
"16479",1,8000,10.38,"B",21,"RENT",78000,28,"8+","8-11"
"16480",0,2800,15.21,"D",3,"RENT",13000,23,"2-4","13.5+"
"16481",0,4000,7.51,"A",5,"MORTGAGE",19200,26,"4-8","0-8"
"16482",0,4500,14.84,"D",2,"MORTGAGE",110000,26,"0-2","13.5+"
"16483",0,3000,14.35,"C",12,"MORTGAGE",67675,25,"8+","13.5+"
"16484",0,8000,7.14,"A",1,"MORTGAGE",83500,28,"0-2","0-8"
"16485",1,14500,10.75,"B",0,"MORTGAGE",45760,30,"0-2","8-11"
"16486",0,10000,7.51,"A",4,"MORTGAGE",89004,27,"2-4","0-8"
"16487",0,18250,NA,"C",31,"MORTGAGE",185000,34,"8+","Missing"
"16488",0,1200,NA,"C",16,"RENT",53000,28,"8+","Missing"
"16489",0,9600,NA,"E",1,"RENT",140000,31,"0-2","Missing"
"16490",0,8000,16.32,"D",7,"RENT",99996,26,"4-8","13.5+"
"16491",1,10000,NA,"C",3,"MORTGAGE",80000,23,"2-4","Missing"
"16492",1,5000,NA,"D",0,"RENT",24996,21,"0-2","Missing"
"16493",0,15000,16.32,"D",11,"MORTGAGE",120000,24,"8+","13.5+"
"16494",0,3600,14.84,"D",3,"RENT",40050,27,"2-4","13.5+"
"16495",0,14000,7.88,"A",0,"RENT",105000,24,"0-2","0-8"
"16496",0,6000,13.23,"C",6,"MORTGAGE",29568,35,"4-8","11-13.5"
"16497",0,4500,7.88,"A",2,"RENT",33000,22,"0-2","0-8"
"16498",0,12000,13.61,"C",3,"RENT",96000,22,"2-4","13.5+"
"16499",0,1750,7.51,"A",NA,"RENT",9192,23,"Missing","0-8"
"16500",0,3000,13.61,"C",4,"RENT",14400,37,"2-4","13.5+"
"16501",1,6000,13.23,"C",0,"RENT",25200,23,"0-2","11-13.5"
"16502",0,5325,7.88,"A",28,"MORTGAGE",90000,28,"8+","0-8"
"16503",0,5000,13.23,"C",4,"RENT",75000,50,"2-4","11-13.5"
"16504",0,2000,NA,"B",3,"RENT",45000,23,"2-4","Missing"
"16505",0,8000,11.86,"B",3,"RENT",60000,25,"2-4","11-13.5"
"16506",0,9950,7.88,"A",4,"RENT",86000,34,"2-4","0-8"
"16507",1,17000,7.88,"A",1,"MORTGAGE",58000,52,"0-2","0-8"
"16508",0,4000,7.88,"A",3,"MORTGAGE",35500,29,"2-4","0-8"
"16509",0,20000,17.19,"E",5,"RENT",96000,31,"4-8","13.5+"
"16510",0,9975,11.49,"B",3,"MORTGAGE",57770,27,"2-4","11-13.5"
"16511",0,7000,7.14,"A",14,"RENT",40000,29,"8+","0-8"
"16512",0,4000,7.51,"A",8,"MORTGAGE",44196,25,"4-8","0-8"
"16513",0,2500,14.35,"C",5,"RENT",45000,22,"4-8","13.5+"
"16514",0,6000,7.88,"A",5,"MORTGAGE",36000,25,"4-8","0-8"
"16515",0,12000,7.14,"A",18,"RENT",49600,25,"8+","0-8"
"16516",0,5000,11.86,"B",2,"OWN",30996,23,"0-2","11-13.5"
"16517",1,10000,15.95,"D",4,"MORTGAGE",71028,36,"2-4","13.5+"
"16518",1,5500,15.21,"D",0,"RENT",30000,31,"0-2","13.5+"
"16519",0,12000,13.98,"C",30,"MORTGAGE",230000,30,"8+","13.5+"
"16520",0,10000,11.12,"B",4,"MORTGAGE",43344,28,"2-4","11-13.5"
"16521",0,5000,10.75,"B",13,"RENT",35827.2,40,"8+","8-11"
"16522",0,9000,6.76,"A",11,"MORTGAGE",72000,23,"8+","0-8"
"16523",1,3000,NA,"C",0,"RENT",42000,23,"0-2","Missing"
"16524",0,9250,11.86,"B",0,"MORTGAGE",120000,42,"0-2","11-13.5"
"16525",0,6000,13.23,"C",36,"RENT",72000,31,"8+","11-13.5"
"16526",0,10000,15.58,"D",16,"RENT",75000,26,"8+","13.5+"
"16527",0,12250,7.51,"A",15,"MORTGAGE",70000,30,"8+","0-8"
"16528",0,9000,7.14,"A",11,"RENT",140000,23,"8+","0-8"
"16529",0,15000,7.88,"A",18,"MORTGAGE",1e+05,25,"8+","0-8"
"16530",0,15000,7.51,"A",6,"MORTGAGE",45000,32,"4-8","0-8"
"16531",0,8800,7.51,"A",7,"MORTGAGE",67000,22,"4-8","0-8"
"16532",0,25000,14.84,"D",14,"MORTGAGE",62570,27,"8+","13.5+"
"16533",0,14000,7.88,"A",5,"RENT",37000,35,"4-8","0-8"
"16534",0,2500,13.23,"C",5,"RENT",40000,31,"4-8","11-13.5"
"16535",1,15000,11.12,"B",7,"MORTGAGE",106000,25,"4-8","11-13.5"
"16536",0,5000,6,"E",14,"RENT",34868.4,35,"8+","0-8"
"16537",0,7500,7.88,"A",4,"RENT",70000,27,"2-4","0-8"
"16538",0,3500,13.23,"C",8,"MORTGAGE",73000,25,"4-8","11-13.5"
"16539",0,9000,7.14,"A",13,"MORTGAGE",75000,22,"8+","0-8"
"16540",0,3600,11.12,"B",2,"RENT",40000,24,"0-2","11-13.5"
"16541",1,2600,7.14,"A",NA,"MORTGAGE",50340,28,"Missing","0-8"
"16542",0,2800,NA,"A",NA,"RENT",40000,29,"Missing","Missing"
"16543",0,25000,11.86,"B",5,"RENT",225000,25,"4-8","11-13.5"
"16544",0,4500,7.51,"A",4,"RENT",32000,45,"2-4","0-8"
"16545",0,9000,7.14,"A",10,"MORTGAGE",48000,34,"8+","0-8"
"16546",0,1450,7.51,"A",NA,"RENT",10000,21,"Missing","0-8"
"16547",1,25000,21.64,"G",12,"RENT",203000,29,"8+","13.5+"
"16548",0,25000,10.75,"B",10,"RENT",78000,31,"8+","8-11"
"16549",0,20000,NA,"D",2,"MORTGAGE",36000,29,"0-2","Missing"
"16550",0,17500,16.32,"D",NA,"OWN",43873,26,"Missing","13.5+"
"16551",1,3000,10.75,"B",1,"MORTGAGE",34662,23,"0-2","8-11"
"16552",0,18000,10.38,"B",14,"MORTGAGE",36000,38,"8+","8-11"
"16553",0,5100,10.75,"B",26,"MORTGAGE",60000,31,"8+","8-11"
"16554",0,24250,10.75,"B",10,"MORTGAGE",108000,25,"8+","8-11"
"16555",0,3000,13.23,"C",2,"RENT",15000,27,"0-2","11-13.5"
"16556",0,5500,13.23,"C",2,"MORTGAGE",28800,21,"0-2","11-13.5"
"16557",0,16750,7.88,"A",11,"MORTGAGE",45344,36,"8+","0-8"
"16558",0,7000,16.45,"E",0,"RENT",24000,25,"0-2","13.5+"
"16559",0,10000,10.38,"B",1,"RENT",95000,29,"0-2","8-11"
"16560",0,1600,11.12,"B",2,"RENT",26880,22,"0-2","11-13.5"
"16561",0,20000,NA,"B",29,"MORTGAGE",54538,37,"8+","Missing"
"16562",0,10000,10.38,"B",9,"RENT",38400,24,"8+","8-11"
"16563",0,9600,7.88,"A",2,"RENT",80000,23,"0-2","0-8"
"16564",0,10000,13.23,"C",17,"RENT",57996,23,"8+","11-13.5"
"16565",0,20000,10.38,"B",27,"RENT",51000,24,"8+","8-11"
"16566",0,1000,13.98,"C",0,"RENT",11760,22,"0-2","13.5+"
"16567",0,10000,7.51,"A",3,"MORTGAGE",73000,39,"2-4","0-8"
"16568",0,4150,6.76,"A",2,"RENT",30000,21,"0-2","0-8"
"16569",0,7000,11.86,"B",0,"RENT",40800,24,"0-2","11-13.5"
"16570",0,13000,7.14,"A",6,"MORTGAGE",137720,27,"4-8","0-8"
"16571",0,16500,10.75,"B",4,"RENT",40428,22,"2-4","8-11"
"16572",0,7200,10.38,"B",9,"RENT",21600,26,"8+","8-11"
"16573",0,4000,16.32,"D",24,"RENT",45000,23,"8+","13.5+"
"16574",0,18250,10.75,"B",6,"RENT",46000,23,"4-8","8-11"
"16575",0,13000,17.93,"E",3,"RENT",54000,26,"2-4","13.5+"
"16576",0,10000,10.75,"B",3,"RENT",40000,23,"2-4","8-11"
"16577",0,4200,15.21,"D",0,"RENT",21000,28,"0-2","13.5+"
"16578",0,3000,NA,"A",10,"MORTGAGE",107000,25,"8+","Missing"
"16579",0,5000,7.14,"A",1,"RENT",38500,33,"0-2","0-8"
"16580",0,10000,7.88,"A",2,"MORTGAGE",75000,33,"0-2","0-8"
"16581",0,12000,11.49,"B",13,"MORTGAGE",90000,31,"8+","11-13.5"
"16582",0,15000,7.88,"A",17,"MORTGAGE",130000,24,"8+","0-8"
"16583",0,8000,11.49,"B",9,"RENT",54590,27,"8+","11-13.5"
"16584",0,4000,11.12,"B",1,"RENT",51000,40,"0-2","11-13.5"
"16585",0,15000,7.88,"A",11,"MORTGAGE",75000,30,"8+","0-8"
"16586",1,10000,13.98,"C",5,"MORTGAGE",59000,36,"4-8","13.5+"
"16587",0,10000,7.51,"A",2,"RENT",72000,34,"0-2","0-8"
"16588",0,5000,11.86,"B",7,"RENT",50000,23,"4-8","11-13.5"
"16589",0,12000,10.38,"B",15,"OWN",49536,27,"8+","8-11"
"16590",0,6000,15.21,"D",3,"MORTGAGE",38000,29,"2-4","13.5+"
"16591",0,2500,7.14,"A",4,"RENT",22000,21,"2-4","0-8"
"16592",0,7000,7.14,"A",2,"MORTGAGE",120000,27,"0-2","0-8"
"16593",0,6000,11.86,"B",3,"MORTGAGE",32000,31,"2-4","11-13.5"
"16594",0,1500,11.86,"B",2,"MORTGAGE",21816,21,"0-2","11-13.5"
"16595",0,4750,10.75,"B",0,"RENT",12000,24,"0-2","8-11"
"16596",0,5500,11.49,"B",5,"MORTGAGE",35496,28,"4-8","11-13.5"
"16597",0,5000,7.14,"A",5,"RENT",42996,24,"4-8","0-8"
"16598",1,23000,11.49,"B",14,"MORTGAGE",89000,32,"8+","11-13.5"
"16599",0,2800,13.61,"C",1,"RENT",50000,26,"0-2","13.5+"
"16600",0,2000,11.12,"B",4,"OWN",27504,28,"2-4","11-13.5"
"16601",0,12000,7.88,"A",18,"MORTGAGE",127741,25,"8+","0-8"
"16602",0,4525,7.51,"A",NA,"OWN",24960,22,"Missing","0-8"
"16603",0,10000,7.51,"A",2,"MORTGAGE",105000,34,"0-2","0-8"
"16604",0,3000,11.86,"B",3,"RENT",35500,29,"2-4","11-13.5"
"16605",0,2000,11.49,"B",16,"RENT",80000,25,"8+","11-13.5"
"16606",0,14000,15.58,"D",5,"MORTGAGE",50004,22,"4-8","13.5+"
"16607",0,2500,7.88,"A",NA,"RENT",12540,21,"Missing","0-8"
"16608",0,4800,11.12,"B",3,"RENT",55000,21,"2-4","11-13.5"
"16609",0,4000,10.75,"B",15,"RENT",27000,24,"8+","8-11"
"16610",0,15000,NA,"C",0,"MORTGAGE",175000,26,"0-2","Missing"
"16611",0,4500,11.86,"B",5,"MORTGAGE",61200,27,"4-8","11-13.5"
"16612",0,17000,7.88,"A",NA,"RENT",72000,25,"Missing","0-8"
"16613",0,19800,13.23,"C",0,"MORTGAGE",80000,39,"0-2","11-13.5"
"16614",0,15000,14.35,"C",32,"MORTGAGE",56000,26,"8+","13.5+"
"16615",0,10750,7.51,"A",4,"RENT",28800,29,"2-4","0-8"
"16616",0,2500,7.14,"A",2,"RENT",39400,32,"0-2","0-8"
"16617",0,25000,14.84,"D",16,"RENT",87000,24,"8+","13.5+"
"16618",0,1500,10.75,"B",NA,"MORTGAGE",90000,21,"Missing","8-11"
"16619",0,9000,10.38,"B",7,"MORTGAGE",54996,47,"4-8","8-11"
"16620",0,6000,13.98,"C",6,"RENT",60000,32,"4-8","13.5+"
"16621",0,10000,10.75,"B",1,"MORTGAGE",55000,23,"0-2","8-11"
"16622",0,3000,11.49,"B",2,"RENT",31704,34,"0-2","11-13.5"
"16623",0,4000,6.76,"A",0,"RENT",55200,27,"0-2","0-8"
"16624",0,7000,7.51,"A",3,"RENT",64000,29,"2-4","0-8"
"16625",0,12800,7.88,"A",7,"MORTGAGE",50000,22,"4-8","0-8"
"16626",0,9000,7.51,"A",0,"MORTGAGE",74000,29,"0-2","0-8"
"16627",0,7000,7.14,"A",2,"MORTGAGE",45000,36,"0-2","0-8"
"16628",0,15000,14.84,"D",4,"OWN",209000,28,"2-4","13.5+"
"16629",0,7800,15.58,"D",2,"OWN",19000,27,"0-2","13.5+"
"16630",0,8050,14.72,"C",1,"RENT",67000,27,"0-2","13.5+"
"16631",0,25000,15.95,"D",2,"RENT",95800,25,"0-2","13.5+"
"16632",0,10000,15.58,"D",1,"MORTGAGE",99996,31,"0-2","13.5+"
"16633",0,12000,7.88,"A",13,"MORTGAGE",60000,23,"8+","0-8"
"16634",0,2800,10.38,"B",5,"RENT",28800,23,"4-8","8-11"
"16635",0,8500,15.58,"D",5,"RENT",43000,21,"4-8","13.5+"
"16636",0,1200,7.88,"A",6,"RENT",39996,34,"4-8","0-8"
"16637",0,10000,13.98,"C",0,"MORTGAGE",138000,36,"0-2","13.5+"
"16638",0,7200,7.88,"A",3,"MORTGAGE",60000,29,"2-4","0-8"
"16639",0,7000,10.75,"B",4,"RENT",24000,27,"2-4","8-11"
"16640",0,11000,10.38,"B",5,"OWN",55000,23,"4-8","8-11"
"16641",0,10000,17.19,"E",NA,"RENT",57000,24,"Missing","13.5+"
"16642",0,2700,11.86,"B",4,"MORTGAGE",54000,23,"2-4","11-13.5"
"16643",0,2500,13.61,"C",11,"MORTGAGE",50000,25,"8+","13.5+"
"16644",0,1500,10.38,"B",13,"MORTGAGE",35000,41,"8+","8-11"
"16645",0,6000,7.14,"A",4,"OWN",27000,36,"2-4","0-8"
"16646",0,4500,14.72,"C",3,"MORTGAGE",30000,24,"2-4","13.5+"
"16647",0,7000,7.88,"A",2,"RENT",31200,25,"0-2","0-8"
"16648",1,5000,16.45,"E",3,"RENT",43000,24,"2-4","13.5+"
"16649",0,12000,13.23,"C",0,"RENT",42000,21,"0-2","11-13.5"
"16650",0,7300,7.88,"A",7,"RENT",37086,26,"4-8","0-8"
"16651",1,3000,13.98,"C",1,"RENT",30000,24,"0-2","13.5+"
"16652",0,10000,14.72,"C",3,"RENT",36000,22,"2-4","13.5+"
"16653",0,3500,11.49,"B",31,"MORTGAGE",110000,28,"8+","11-13.5"
"16654",0,5000,14.72,"C",4,"RENT",35004,23,"2-4","13.5+"
"16655",0,8500,NA,"D",2,"MORTGAGE",42996,23,"0-2","Missing"
"16656",1,5000,11.86,"B",2,"MORTGAGE",85000,39,"0-2","11-13.5"
"16657",0,22000,NA,"C",31,"MORTGAGE",50900,22,"8+","Missing"
"16658",0,10000,NA,"A",34,"MORTGAGE",150000,36,"8+","Missing"
"16659",0,2400,11.49,"B",6,"RENT",31000,28,"4-8","11-13.5"
"16660",0,8000,11.12,"B",5,"MORTGAGE",81120,38,"4-8","11-13.5"
"16661",0,9000,6.76,"A",4,"OWN",84000,35,"2-4","0-8"
"16662",0,15000,7.88,"A",6,"MORTGAGE",64000,43,"4-8","0-8"
"16663",0,1500,7.14,"A",2,"MORTGAGE",24000,28,"0-2","0-8"
"16664",0,25000,17.56,"E",3,"RENT",150000,30,"2-4","13.5+"
"16665",0,5000,14.84,"D",11,"RENT",80000,23,"8+","13.5+"
"16666",1,24000,10.38,"B",30,"MORTGAGE",160000,61,"8+","8-11"
"16667",0,9000,11.49,"B",16,"RENT",69000,23,"8+","11-13.5"
"16668",0,2000,11.49,"B",0,"RENT",39996,36,"0-2","11-13.5"
"16669",0,15000,7.88,"A",0,"MORTGAGE",90000,28,"0-2","0-8"
"16670",0,10000,13.61,"C",0,"RENT",80000,36,"0-2","13.5+"
"16671",0,6000,7.14,"A",1,"OWN",120000,33,"0-2","0-8"
"16672",0,14000,7.51,"A",5,"MORTGAGE",69000,29,"4-8","0-8"
"16673",0,4000,6.76,"A",8,"MORTGAGE",67000,22,"4-8","0-8"
"16674",0,25000,20.16,"G",24,"MORTGAGE",66000,29,"8+","13.5+"
"16675",0,5500,13.23,"C",5,"RENT",24000,30,"4-8","11-13.5"
"16676",0,7500,11.49,"B",4,"RENT",80000,36,"2-4","11-13.5"
"16677",0,12000,11.86,"B",6,"MORTGAGE",75000,24,"4-8","11-13.5"
"16678",0,4000,NA,"B",29,"MORTGAGE",70000,23,"8+","Missing"
"16679",0,5000,7.88,"A",0,"RENT",45000,24,"0-2","0-8"
"16680",0,4750,6.39,"A",16,"OWN",45000,22,"8+","0-8"
"16681",1,3000,11.12,"B",5,"RENT",27600,32,"4-8","11-13.5"
"16682",0,8825,11.49,"B",0,"RENT",50000,28,"0-2","11-13.5"
"16683",0,6000,14.84,"D",8,"RENT",55000,21,"4-8","13.5+"
"16684",0,15000,15.21,"D",3,"RENT",61584,27,"2-4","13.5+"
"16685",0,8500,6.76,"A",5,"MORTGAGE",60900,55,"4-8","0-8"
"16686",0,7000,10.38,"B",2,"RENT",22500,22,"0-2","8-11"
"16687",1,8000,10.75,"B",3,"RENT",18000,27,"2-4","8-11"
"16688",0,2550,11.86,"B",5,"OWN",48000,23,"4-8","11-13.5"
"16689",0,6000,10.38,"B",18,"MORTGAGE",120000,42,"8+","8-11"
"16690",0,25000,16.32,"D",2,"MORTGAGE",275004,34,"0-2","13.5+"
"16691",1,13000,10.75,"B",NA,"RENT",45000,24,"Missing","8-11"
"16692",0,2500,NA,"E",19,"MORTGAGE",55200,24,"8+","Missing"
"16693",0,4000,13.98,"C",1,"MORTGAGE",54000,22,"0-2","13.5+"
"16694",0,4000,13.98,"C",4,"MORTGAGE",70000,26,"2-4","13.5+"
"16695",0,15000,13.98,"C",4,"MORTGAGE",32112,22,"2-4","13.5+"
"16696",0,7000,7.51,"A",4,"MORTGAGE",57200,22,"2-4","0-8"
"16697",0,17000,7.88,"A",12,"RENT",84996,35,"8+","0-8"
"16698",0,4000,7.88,"A",0,"RENT",60000,29,"0-2","0-8"
"16699",0,8000,15.58,"D",0,"RENT",58000,22,"0-2","13.5+"
"16700",0,4000,6.39,"A",2,"RENT",13200,21,"0-2","0-8"
"16701",0,4800,11.49,"B",1,"RENT",34000,28,"0-2","11-13.5"
"16702",0,3600,7.88,"A",1,"RENT",42500,37,"0-2","0-8"
"16703",0,7500,15.58,"D",2,"RENT",40000,31,"0-2","13.5+"
"16704",0,12000,10.38,"B",0,"RENT",75000,26,"0-2","8-11"
"16705",0,8000,13.61,"C",0,"MORTGAGE",42000,27,"0-2","13.5+"
"16706",0,5600,11.86,"B",2,"OWN",50000,22,"0-2","11-13.5"
"16707",0,4000,16.45,"E",4,"MORTGAGE",140004,24,"2-4","13.5+"
"16708",1,13000,7.88,"A",3,"MORTGAGE",37000,30,"2-4","0-8"
"16709",0,6500,16.32,"D",3,"RENT",50000,32,"2-4","13.5+"
"16710",0,9250,17.19,"E",0,"OWN",32004,23,"0-2","13.5+"
"16711",0,6000,15.21,"D",7,"MORTGAGE",28000,32,"4-8","13.5+"
"16712",0,9600,7.51,"A",8,"MORTGAGE",80000,28,"4-8","0-8"
"16713",0,12000,7.51,"A",1,"MORTGAGE",1200000,32,"0-2","0-8"
"16714",0,16700,7.51,"A",4,"MORTGAGE",39000,32,"2-4","0-8"
"16715",0,4000,7.14,"A",5,"RENT",78000,33,"4-8","0-8"
"16716",0,10000,NA,"D",1,"RENT",36000,27,"0-2","Missing"
"16717",0,7500,NA,"C",8,"RENT",45600,22,"4-8","Missing"
"16718",0,1000,13.98,"C",0,"RENT",35100,22,"0-2","13.5+"
"16719",0,12000,11.86,"B",15,"MORTGAGE",83768,59,"8+","11-13.5"
"16720",0,8000,NA,"A",5,"RENT",28800,24,"4-8","Missing"
"16721",0,6000,7.51,"A",0,"RENT",40000,33,"0-2","0-8"
"16722",0,4500,6.39,"A",5,"MORTGAGE",47748,22,"4-8","0-8"
"16723",0,7100,7.88,"A",1,"RENT",41200,27,"0-2","0-8"
"16724",0,15000,7.88,"A",8,"MORTGAGE",98300,35,"4-8","0-8"
"16725",0,10000,13.98,"C",11,"OWN",65000,23,"8+","13.5+"
"16726",0,13000,10.75,"B",19,"MORTGAGE",130000,28,"8+","8-11"
"16727",0,7500,14.35,"C",3,"MORTGAGE",46000,29,"2-4","13.5+"
"16728",0,10000,7.88,"A",5,"MORTGAGE",62000,26,"4-8","0-8"
"16729",0,4000,6.76,"A",9,"MORTGAGE",46000,29,"8+","0-8"
"16730",1,10000,17.93,"E",4,"RENT",60000,23,"2-4","13.5+"
"16731",0,10000,NA,"C",36,"RENT",59000,23,"8+","Missing"
"16732",0,3000,14.35,"C",5,"MORTGAGE",52000,22,"4-8","13.5+"
"16733",0,10000,10.75,"B",2,"MORTGAGE",65000,25,"0-2","8-11"
"16734",0,22000,7.88,"A",3,"RENT",99996,23,"2-4","0-8"
"16735",0,25000,13.61,"C",4,"MORTGAGE",75600,27,"2-4","13.5+"
"16736",0,6000,6.76,"A",7,"OWN",45000,22,"4-8","0-8"
"16737",0,10000,13.61,"C",0,"MORTGAGE",56004,23,"0-2","13.5+"
"16738",0,6000,11.12,"B",41,"MORTGAGE",185000,26,"8+","11-13.5"
"16739",0,4800,11.86,"B",NA,"RENT",23448,22,"Missing","11-13.5"
"16740",0,9000,7.88,"A",1,"OWN",21840,23,"0-2","0-8"
"16741",0,10000,13.98,"C",3,"RENT",42000,22,"2-4","13.5+"
"16742",0,10000,10.75,"B",2,"MORTGAGE",36000,26,"0-2","8-11"
"16743",1,5225,14.84,"D",4,"MORTGAGE",28000,23,"2-4","13.5+"
"16744",0,3000,13.61,"C",0,"MORTGAGE",34000,29,"0-2","13.5+"
"16745",0,5800,7.88,"A",3,"RENT",45000,22,"2-4","0-8"
"16746",0,8000,7.14,"A",8,"MORTGAGE",41869,49,"4-8","0-8"
"16747",0,20000,11.12,"B",NA,"OWN",60000,22,"Missing","11-13.5"
"16748",0,6250,14.84,"D",0,"OWN",20640,33,"0-2","13.5+"
"16749",0,19600,13.98,"C",18,"RENT",9e+05,58,"8+","13.5+"
"16750",0,20000,10.38,"B",1,"RENT",110000,24,"0-2","8-11"
"16751",0,3600,7.51,"A",2,"RENT",55000,31,"0-2","0-8"
"16752",0,2000,7.51,"A",5,"MORTGAGE",55596,27,"4-8","0-8"
"16753",1,7750,13.23,"C",1,"MORTGAGE",1e+05,36,"0-2","11-13.5"
"16754",0,3000,17.19,"E",5,"MORTGAGE",75000,29,"4-8","13.5+"
"16755",0,15000,13.61,"C",1,"RENT",50000,23,"0-2","13.5+"
"16756",0,3000,14.35,"C",4,"RENT",39996,22,"2-4","13.5+"
"16757",0,20000,NA,"C",5,"MORTGAGE",76800,25,"4-8","Missing"
"16758",0,4000,14.35,"C",7,"RENT",48000,28,"4-8","13.5+"
"16759",1,10000,14.84,"D",1,"RENT",25320,42,"0-2","13.5+"
"16760",0,2075,7.88,"A",4,"MORTGAGE",20400,28,"2-4","0-8"
"16761",0,4650,7.88,"A",3,"MORTGAGE",35100,41,"2-4","0-8"
"16762",0,6000,7.14,"A",18,"RENT",20000,24,"8+","0-8"
"16763",1,7200,6.76,"A",13,"MORTGAGE",34000,21,"8+","0-8"
"16764",1,20000,11.12,"B",2,"RENT",60000,23,"0-2","11-13.5"
"16765",0,4800,7.14,"A",NA,"RENT",27180,27,"Missing","0-8"
"16766",0,8000,7.88,"A",3,"MORTGAGE",84000,22,"2-4","0-8"
"16767",0,7000,13.61,"C",0,"RENT",33600,24,"0-2","13.5+"
"16768",0,20000,11.12,"B",5,"MORTGAGE",140000,32,"4-8","11-13.5"
"16769",0,24250,11.49,"B",8,"OWN",59004,27,"4-8","11-13.5"
"16770",0,10000,NA,"B",8,"RENT",68496,28,"4-8","Missing"
"16771",0,6000,7.14,"A",NA,"MORTGAGE",50400,25,"Missing","0-8"
"16772",0,5500,NA,"A",2,"MORTGAGE",97200,27,"0-2","Missing"
"16773",0,7000,14.72,"C",3,"MORTGAGE",65000,25,"2-4","13.5+"
"16774",0,5000,7.51,"A",0,"MORTGAGE",95000,28,"0-2","0-8"
"16775",0,8000,6.76,"A",8,"MORTGAGE",50648,26,"4-8","0-8"
"16776",0,1200,10.38,"B",4,"RENT",16800,25,"2-4","8-11"
"16777",0,1800,6.76,"A",6,"MORTGAGE",28500,37,"4-8","0-8"
"16778",0,19200,7.88,"A",3,"RENT",60000,28,"2-4","0-8"
"16779",0,1500,11.12,"B",11,"MORTGAGE",83000,23,"8+","11-13.5"
"16780",0,4000,NA,"A",4,"MORTGAGE",50000,24,"2-4","Missing"
"16781",0,5100,14.35,"C",1,"MORTGAGE",34000,24,"0-2","13.5+"
"16782",0,10000,NA,"A",4,"RENT",67202,30,"2-4","Missing"
"16783",0,12000,7.14,"A",0,"MORTGAGE",110000,22,"0-2","0-8"
"16784",0,8400,14.35,"C",3,"RENT",42000,22,"2-4","13.5+"
"16785",0,4000,13.23,"C",2,"RENT",43000,41,"0-2","11-13.5"
"16786",0,5000,13.98,"C",0,"RENT",48504,29,"0-2","13.5+"
"16787",0,10000,7.14,"A",0,"RENT",136000,29,"0-2","0-8"
"16788",0,3000,13.98,"C",3,"RENT",64800,31,"2-4","13.5+"
"16789",0,1000,13.23,"C",0,"RENT",75000,23,"0-2","11-13.5"
"16790",0,4800,11.86,"B",0,"RENT",33600,24,"0-2","11-13.5"
"16791",0,3000,NA,"D",3,"RENT",53000,21,"2-4","Missing"
"16792",0,14000,15.58,"D",4,"RENT",46000,24,"2-4","13.5+"
"16793",0,3000,7.88,"A",14,"RENT",110000,24,"8+","0-8"
"16794",0,1000,7.51,"A",6,"MORTGAGE",36000,44,"4-8","0-8"
"16795",0,1750,14.72,"C",NA,"RENT",10000,22,"Missing","13.5+"
"16796",0,8000,13.61,"C",1,"RENT",19200,24,"0-2","13.5+"
"16797",0,3200,7.88,"A",2,"OWN",9600,24,"0-2","0-8"
"16798",0,12000,11.86,"B",2,"OWN",42240,28,"0-2","11-13.5"
"16799",0,5100,11.86,"B",5,"RENT",47133,29,"4-8","11-13.5"
"16800",0,15000,10.75,"B",14,"MORTGAGE",135000,31,"8+","8-11"
"16801",0,20000,11.12,"B",5,"OWN",41717,22,"4-8","11-13.5"
"16802",0,8000,13.23,"C",0,"RENT",126000,23,"0-2","11-13.5"
"16803",0,8000,11.86,"B",6,"MORTGAGE",39432,29,"4-8","11-13.5"
"16804",0,10000,7.88,"A",17,"MORTGAGE",45000,22,"8+","0-8"
"16805",0,6225,14.35,"C",0,"RENT",52000,27,"0-2","13.5+"
"16806",0,15000,7.88,"A",0,"RENT",40000,24,"0-2","0-8"
"16807",1,10000,15.58,"D",0,"RENT",48000,23,"0-2","13.5+"
"16808",0,21000,13.98,"C",3,"RENT",70500,22,"2-4","13.5+"
"16809",0,1200,7.14,"A",0,"OWN",32000,36,"0-2","0-8"
"16810",0,15000,10.75,"B",5,"RENT",106000,27,"4-8","8-11"
"16811",0,1500,14.84,"D",7,"MORTGAGE",12000,22,"4-8","13.5+"
